,work_year,experience_level,employment_type,job_title,salary_in_usd,remote_ratio,Job Title,min_salary,max_salary,Rating,Company Name,Size
225,2021.0,EX,CT,Principal Data Scientist,416000.0,100.0,,,,,,
226,2021.0,SE,FT,Data Scientist,87738.0,100.0,Junior Data Scientist,70.0,105.0,3.9,"KBR
3.9",10000+ Employees
227,2021.0,MI,FT,Data Scientist,88654.0,50.0,DATA SCIENTIST,156.0,184.0,4.1,"US Department of the Air Force - Agency Wide
4.1",10000+ Employees
228,2021.0,SE,FT,Data Scientist,135000.0,0.0,Data Scientist - AI/ML,,,3.9,"Stanford Health Care
3.9",10000+ Employees
229,2021.0,SE,FT,Data Analyst,71786.0,100.0,Data Scientist II (Remote),85.0,120.0,3.4,"KOHLS
3.4",10000+ Employees
230,2021.0,EN,FT,Big Data Engineer,16228.0,100.0,Data Scientist (Data Platforms & Applied Intelligence),101.0,138.0,3.0,"Banfield, The Pet Hospital
3.0",10000+ Employees
231,2021.0,SE,FT,ML Engineer,256000.0,100.0,Data Scientist,83.0,125.0,4.5,"Pattern
4.5",1001 to 5000 Employees
232,2021.0,SE,FT,Director of Data Engineering,200000.0,100.0,,,,,,
233,2021.0,SE,FT,Data Analyst,200000.0,100.0,"Data Scientist, Tiktok Ads-Vertical Solutions",153.0,296.0,3.5,"TikTok
3.5",1001 to 5000 Employees
234,2021.0,MI,FT,Data Architect,180000.0,100.0,,,,,,
235,2021.0,MI,FT,Head of Data Science,110000.0,0.0,,,,,,
236,2021.0,MI,FT,Research Scientist,63810.0,100.0,Data Scientist III,150.0,200.0,3.7,"Conde Nast
3.7",501 to 1000 Employees
237,2021.0,MI,FT,Data Scientist,46809.0,100.0,Quantitative Analyst/Data Scientist,53.0,96.0,3.8,"Leidos
3.8",10000+ Employees
238,2021.0,EN,FT,Data Scientist,4000.0,0.0,Senior Data Scientist,140.0,206.0,3.8,"Coinbase
3.7",501 to 1000 Employees
239,2021.0,EN,FT,Data Engineer,21637.0,50.0,Data Scientist 1,100.0,120.0,3.8,"Public Consulting Group
3.8",1001 to 5000 Employees
240,2021.0,SE,FT,Data Scientist,103691.0,100.0,"Data Scientist, Product",160.0,255.0,4.8,"Notion
4.9",501 to 1000 Employees
241,2021.0,MI,FT,Data Analyst,80000.0,100.0,,,,,,
242,2021.0,MI,FT,Data Engineer,110000.0,100.0,"Data Scientist, Machine Learning",132.0,176.0,4.0,"Aptos
4.0",1001 to 5000 Employees
243,2021.0,SE,FT,Data Scientist,165000.0,100.0,,,,,,
244,2021.0,EN,FT,AI Scientist,18053.0,100.0,,,,,,
245,2021.0,MI,FT,Data Engineer,72212.0,50.0,Principal Data Scientist - Machine Learning,116.0,163.0,3.8,"Arthrex
3.8",51 to 200 Employees
246,2021.0,EN,FT,Data Scientist,36643.0,50.0,,,,,,
247,2021.0,MI,FT,Data Engineer,12103.0,0.0,Principal Data Scientist,144.0,193.0,4.5,"Intuit
4.5",10000+ Employees
248,2021.0,SE,FT,Data Engineer,96282.0,50.0,,,,,,
249,2021.0,SE,FT,Principal Data Analyst,170000.0,100.0,Data Engineer,79.0,114.0,4.5,"REPS & Co.
4.5",201 to 500 Employees
250,2021.0,MI,FT,Data Scientist,115000.0,50.0,Principal Data Scientist,134.0,257.0,4.3,"Microsoft
4.3",10000+ Employees
251,2021.0,EN,FT,Data Scientist,90000.0,100.0,,,,,,
252,2021.0,EX,FT,Principal Data Engineer,600000.0,100.0,"Principal Data Scientist, Machine Learning",205.0,251.0,4.5,"Rec Room
4.5",51 to 200 Employees
253,2021.0,EN,FT,Data Scientist,28399.0,100.0,Sr. Data Scientist (Starlink Product),160.0,220.0,3.9,"SpaceX
3.9",5001 to 10000 Employees
254,2021.0,MI,FT,Data Analyst,93000.0,100.0,Data Scientist (Artificial Intelligence / Machine Learning),93.0,135.0,3.7,"ABS Consulting
3.7",1001 to 5000 Employees
255,2021.0,SE,FT,Big Data Architect,99703.0,50.0,"Specialist, Data Scientist",73.0,104.0,3.6,"BNY Mellon
3.6",10000+ Employees
256,2021.0,MI,FT,Data Engineer,200000.0,100.0,Data Scientist Co-op - Masters Degree,,,4.3,"Torc Robotics
4.3",501 to 1000 Employees
257,2021.0,SE,FT,Principal Data Scientist,173762.0,100.0,,,,,,
258,2021.0,SE,FT,Machine Learning Engineer,185000.0,50.0,,,,,,
259,2021.0,EX,FT,Director of Data Science,141846.0,0.0,,,,,,
260,2021.0,MI,FT,Data Scientist,130000.0,50.0,,,,,,
261,2021.0,SE,FT,Data Analyst,63831.0,50.0,Principal Data Scientist,168.0,209.0,4.0,"Remitly
4.1",1001 to 5000 Employees
262,2021.0,MI,FT,Data Scientist,16904.0,100.0,,,,,,
263,2021.0,SE,FT,Machine Learning Engineer,66265.0,0.0,Senior Data Scientist (Product Analytics),179.0,210.0,4.5,"Cedar Inc
4.5",51 to 200 Employees
264,2021.0,MI,FT,Data Scientist,25532.0,100.0,Data Scientist,74.0,124.0,3.2,"Panasonic Avionics Corporation
3.2",1001 to 5000 Employees
265,2021.0,SE,FT,Lead Data Engineer,160000.0,50.0,,,,,,
266,2021.0,MI,FT,Data Engineer,93150.0,0.0,Research Associate Data Scientist - Nursing Research,78.0,133.0,4.1,"CEDARS-SINAI
4.1",10000+ Employees
267,2021.0,MI,FT,Data Engineer,111775.0,0.0,Senior People Data Scientist,138.0,188.0,4.3,"Atlassian
4.3",5001 to 10000 Employees
268,2021.0,MI,FT,Data Engineer,28016.0,100.0,,,,,,
269,2021.0,EN,FT,Data Engineer,65013.0,50.0,USA-Data Scientist II (Clinical),,,4.2,"eTeam Inc.
4.2",5001 to 10000 Employees
270,2021.0,EN,FT,Data Engineer,72500.0,100.0,Data Scientist,119.0,179.0,4.1,"INTEL
4.1",10000+ Employees
271,2021.0,SE,FT,Computer Vision Engineer,18907.0,0.0,Data Scientist,85.0,122.0,3.4,"Axle Informatics
3.4",501 to 1000 Employees
272,2021.0,EN,FT,Data Science Consultant,76833.0,0.0,"Data Scientist, Sales Insights",160.0,210.0,4.8,"Notion
4.9",501 to 1000 Employees
273,2021.0,EN,FT,Machine Learning Engineer,85000.0,100.0,Machine Learning Data Scientist - Growth Algorithms,211.0,262.0,3.3,"Stitch Fix
3.3",10000+ Employees
274,2021.0,SE,FT,Data Scientist,77684.0,50.0,,,,,,
275,2021.0,EN,FT,Data Scientist,100000.0,100.0,Senior Data Scientist - Shipping Optimization,156.0,215.0,4.7,"Faire
4.6",1001 to 5000 Employees
276,2021.0,EN,FT,Data Scientist,58000.0,50.0,DATA ENGINEER,101.0,142.0,4.2,"Shell Energy Solutions
4.1",10000+ Employees
277,2021.0,SE,FT,AI Scientist,55000.0,100.0,Principal Technical Data Scientist,149.0,200.0,4.3,"Atlassian
4.3",5001 to 10000 Employees
278,2021.0,SE,FT,Data Scientist,20171.0,50.0,,,,,,
279,2021.0,EN,FT,Business Data Analyst,59102.0,100.0,,,,,,
280,2021.0,MI,FT,Data Engineer,112000.0,100.0,Statistician (Data Scientist),94.0,146.0,3.1,US National Agricultural Statistics Service,1001 to 5000 Employees
281,2021.0,EN,FT,Research Scientist,100000.0,0.0,,,,,,
282,2021.0,MI,PT,Data Engineer,69741.0,100.0,Data Engineer,85.0,115.0,4.3,"Rockstar Games
4.3",1001 to 5000 Employees
283,2021.0,SE,CT,Staff Data Scientist,105000.0,100.0,,,,,,
284,2021.0,MI,FT,Research Scientist,69999.0,50.0,Data Scientist,100.0,133.0,3.9,"Wintrust Financial
3.9",1001 to 5000 Employees
285,2021.0,SE,FT,Data Science Manager,94665.0,50.0,MATERNAL AND CHILD HEALTH DATA SCIENTIST/EPIDEMIOLOGIST,63.0,89.0,3.5,"The State of New Hampshire
3.5",5001 to 10000 Employees
286,2021.0,SE,FT,Head of Data,102839.0,100.0,"Data Scientist, Analytics & Insights",116.0,154.0,2.9,"LG Electronics U.S.
2.9",1001 to 5000 Employees
287,2021.0,MI,FT,Data Scientist,109000.0,50.0,Data Scientist Trainee,75.0,113.0,3.5,"Ferrovial external
3.5",10000+ Employees
288,2021.0,MI,FT,Machine Learning Engineer,51064.0,50.0,,,,,,
289,2022.0,SE,FT,Data Engineer,135000.0,100.0,"Data Scientist, Model e Customer Business Systems",94.0,126.0,4.0,"Ford Motor Company
4.0",10000+ Employees
290,2022.0,SE,FT,Data Analyst,155000.0,100.0,,,,,,
291,2022.0,SE,FT,Data Analyst,120600.0,100.0,"Senior Data Scientist, AIML, GenAI, NLP, CV",113.0,159.0,3.5,"Ancestry
3.5",1001 to 5000 Employees
292,2022.0,MI,FT,Data Scientist,130000.0,0.0,"Data Scientist, Infrastructure Foundation",213.0,253.0,4.2,"Roblox
4.1",1001 to 5000 Employees
293,2022.0,MI,FT,Data Scientist,90000.0,0.0,"Sr. Data Scientist, Content",123.0,177.0,3.8,"Pinterest
3.8",1001 to 5000 Employees
294,2022.0,MI,FT,Data Engineer,170000.0,100.0,Data Scientist,89.0,129.0,3.6,"Health Alliance Plan
3.6",1001 to 5000 Employees
295,2022.0,MI,FT,Data Engineer,150000.0,100.0,,,,,,
296,2022.0,SE,FT,Data Analyst,102100.0,100.0,Managing Director Data Scientist Engineer,133.0,197.0,3.5,"Webster Financial Corp
3.5",1001 to 5000 Employees
297,2022.0,SE,FT,Data Analyst,84900.0,100.0,Staff Data Scientist,144.0,191.0,4.5,"Intuit
4.5",10000+ Employees
298,2022.0,SE,FT,Data Scientist,136620.0,100.0,Data Science Analyst I-Personalized Medicine,72.0,109.0,3.5,"Mount Sinai
3.5",10000+ Employees
299,2022.0,SE,FT,Data Scientist,99360.0,100.0,Data Scientist,70.0,100.0,4.0,"Applied Engineering, Inc
4.0",51 to 200 Employees
300,2022.0,SE,FT,Data Scientist,117789.0,0.0,,,,,,
301,2022.0,SE,FT,Data Scientist,104702.0,0.0,,,,,,
302,2022.0,SE,FT,Data Scientist,146000.0,100.0,,,,,,
303,2022.0,SE,FT,Data Scientist,123000.0,100.0,Quality Systems Data Scientist (Hybrid or Remote),66.0,89.0,3.7,"Schreiber Foods
3.7",Unknown
304,2022.0,EN,FT,Data Engineer,52351.0,100.0,,,,,,
305,2022.0,SE,FT,Data Analyst,99000.0,0.0,,,,,,
306,2022.0,SE,FT,Data Analyst,116000.0,0.0,,,,,,
307,2022.0,MI,FT,Data Analyst,106260.0,0.0,,,,,,
308,2022.0,MI,FT,Data Analyst,126500.0,0.0,Senior Data Scientist,112.0,218.0,4.3,"Microsoft
4.3",10000+ Employees
309,2022.0,EX,FT,Data Engineer,242000.0,100.0,Data Scientist,113.0,204.0,3.9,"Parsons
3.9",10000+ Employees
310,2022.0,EX,FT,Data Engineer,200000.0,100.0,"Data Scientist, Product Engagement",94.0,156.0,3.6,"Realtor.com Careers
3.7",1001 to 5000 Employees
311,2022.0,MI,FT,Data Scientist,65438.0,0.0,Data Scientist,97.0,127.0,4.0,"HCSC
3.9",10000+ Employees
312,2022.0,MI,FT,Data Scientist,39263.0,0.0,Data Scientist,76.0,103.0,3.4,"Indiana University Health
3.5",10000+ Employees
313,2022.0,MI,FT,Data Engineer,78526.0,0.0,Data Scientist,83.0,123.0,3.9,"eimagine
3.9",1 to 50 Employees
314,2022.0,MI,FT,Data Engineer,52351.0,0.0,,,,,,
315,2022.0,SE,FT,Data Scientist,165220.0,100.0,,,,,,
316,2022.0,EN,FT,Data Engineer,45807.0,100.0,"Data Scientist 2 - Cross Function, Machine Learning & Analytical Data Products - Hybrid - Seattle or Los Angeles",130.0,202.0,3.7,"Nordstrom Inc
3.7",10000+ Employees
317,2022.0,SE,FT,Data Scientist,120160.0,100.0,Data Engineer,80.0,113.0,4.2,"MST Solutions
4.2",201 to 500 Employees
318,2022.0,SE,FT,Data Analyst,90320.0,100.0,,,,,,
319,2022.0,SE,FT,Data Engineer,181940.0,0.0,Data Scientist,118.0,214.0,3.8,"Leidos
3.8",10000+ Employees
320,2022.0,SE,FT,Data Engineer,132320.0,0.0,,,,,,
321,2022.0,SE,FT,Data Engineer,220110.0,0.0,Data Scientist - SQL / SAS & Tableau,98.0,136.0,3.4,"AmeriHealth Caritas
3.4",5001 to 10000 Employees
322,2022.0,SE,FT,Data Engineer,160080.0,0.0,Data Scientist,106.0,130.0,2.9,"Evolve Vacation Rentals
2.9",201 to 500 Employees
323,2022.0,SE,FT,Data Scientist,180000.0,0.0,Innovation - Data Scientist,61.0,110.0,4.0,"RSM US LLP
4.0",10000+ Employees
324,2022.0,SE,FT,Data Scientist,120000.0,0.0,Senior Data Scientist,141.0,185.0,4.0,"PG&E Corporation
4.0",10000+ Employees
325,2022.0,SE,FT,Data Analyst,124190.0,100.0,"Principal Data Scientist, Shopbop",,,3.7,"Bop LLC
3.7",10000+ Employees
326,2022.0,EX,FT,Data Analyst,130000.0,100.0,Data Scientist - Python - AI/ML,123.0,209.0,3.9,"BAE Systems
4.0",10000+ Employees
327,2022.0,EX,FT,Data Analyst,110000.0,100.0,College Graduate - Physics (BS/MS),82.0,123.0,4.1,"INTEL
4.1",10000+ Employees
328,2022.0,SE,FT,Data Analyst,170000.0,100.0,,,,,,
329,2022.0,MI,FT,Data Analyst,115500.0,100.0,Principal Data Scientist,250.0,330.0,3.8,"Freshworks
3.8",5001 to 10000 Employees
330,2022.0,SE,FT,Data Analyst,112900.0,100.0,,,,,,
331,2022.0,SE,FT,Data Analyst,90320.0,100.0,,,,,,
332,2022.0,SE,FT,Data Analyst,112900.0,100.0,iO Data Scientist,81.0,129.0,3.6,"Ochsner Health System
3.6",10000+ Employees
333,2022.0,SE,FT,Data Analyst,90320.0,100.0,Data Scientist,83.0,123.0,4.0,"LinQuest Corporation
4.0",1001 to 5000 Employees
334,2022.0,SE,FT,Data Engineer,165400.0,100.0,"Principal Data Scientist, Applied AI",250.0,275.0,3.9,"Movable Ink
3.9",501 to 1000 Employees
335,2022.0,SE,FT,Data Engineer,132320.0,100.0,Data Engineer - AI/ML,,,3.9,"Stanford Health Care
3.9",10000+ Employees
336,2022.0,MI,FT,Data Analyst,167000.0,100.0,Data Scientist,116.0,184.0,3.6,"US Internal Revenue Service
3.6",Unknown
337,2022.0,SE,FT,Data Engineer,243900.0,100.0,Staff Data Scientist - Deep Learning,139.0,209.0,4.3,"GE Healthcare
4.3",10000+ Employees
338,2022.0,SE,FT,Data Analyst,136600.0,100.0,Staff Data Scientist - Search,183.0,251.0,4.7,"Faire
4.6",1001 to 5000 Employees
339,2022.0,SE,FT,Data Analyst,109280.0,100.0,Data Scientist,90.0,124.0,3.8,"Americo
3.8",501 to 1000 Employees
340,2022.0,SE,FT,Data Engineer,128875.0,100.0,Sr Data Eng,109.0,163.0,3.9,"Bayer
3.9",10000+ Employees
341,2022.0,SE,FT,Data Engineer,93700.0,100.0,"Data Scientist, New Product Introduction",119.0,169.0,3.6,"Tesla
3.6",10000+ Employees
342,2022.0,EX,FT,Head of Data Science,224000.0,100.0,,,,,,
343,2022.0,EX,FT,Head of Data Science,167875.0,100.0,Data Scientist,82.0,121.0,3.4,"Podium
3.4",201 to 500 Employees
344,2022.0,EX,FT,Analytics Engineer,175000.0,100.0,,,,,,
345,2022.0,SE,FT,Data Engineer,156600.0,100.0,,,,,,
346,2022.0,SE,FT,Data Engineer,108800.0,0.0,Data Scientist II/III,78.0,140.0,3.8,"National Renewable Energy Laboratory
3.8",1001 to 5000 Employees
347,2022.0,SE,FT,Data Scientist,95550.0,0.0,Clinical Data Scientist,109.0,149.0,3.9,"Otsuka
3.9",1001 to 5000 Employees
348,2022.0,SE,FT,Data Engineer,113000.0,0.0,,,,,,
349,2022.0,SE,FT,Data Analyst,135000.0,100.0,,,,,,
350,2022.0,SE,FT,Data Science Manager,161342.0,100.0,,,,,,
351,2022.0,SE,FT,Data Science Manager,137141.0,100.0,"Sr Data Scientist, Risk Data Mining",176.0,329.0,3.5,"TikTok
3.5",1001 to 5000 Employees
352,2022.0,SE,FT,Data Scientist,167000.0,100.0,,,,,,
353,2022.0,SE,FT,Data Scientist,123000.0,100.0,Senior Data Scientist - Analytics,123.0,195.0,3.7,"AppLovin
3.7",1001 to 5000 Employees
354,2022.0,SE,FT,Data Engineer,78526.0,0.0,Data Scientist,97.0,198.0,4.0,"Keystone Strategy
4.0",51 to 200 Employees
355,2022.0,SE,FT,Data Engineer,65438.0,0.0,Senior Data Scientist,119.0,187.0,4.2,"Merck Sharp & Dohme
4.2",10000+ Employees
356,2022.0,SE,FT,Data Scientist,150000.0,0.0,"Data Scientist, AI Expertise",115.0,155.0,3.7,"Sephora
3.7",10000+ Employees
357,2022.0,SE,FT,Data Scientist,211500.0,100.0,Lead Data Scientist - Engagement & Customer Experience Analytics - Corporate Investment Banking,143.0,210.0,4.0,"JPMorgan Chase & Co
4.0",10000+ Employees
358,2022.0,SE,FT,Data Architect,192400.0,100.0,,,,,,
359,2022.0,SE,FT,Data Architect,90700.0,100.0,"Senior Data Scientist, Sponsored Products",,,3.7,"Amazon.com Services LLC
3.7",10000+ Employees
360,2022.0,SE,FT,Data Analyst,130000.0,100.0,,,,,,
361,2022.0,SE,FT,Data Analyst,61300.0,100.0,,,,,,
362,2022.0,SE,FT,Data Analyst,130000.0,100.0,Principal Data Scientist,129.0,169.0,4.1,"Visa
4.1",10000+ Employees
363,2022.0,SE,FT,Data Analyst,61300.0,100.0,"Staff Data Scientist - Algorithms, Guest Science",185.0,245.0,4.4,"Airbnb
4.4",5001 to 10000 Employees
364,2022.0,SE,FT,Data Engineer,160000.0,0.0,Data Scientist,99.0,135.0,3.9,"ABBVIE
3.9",10000+ Employees
365,2022.0,SE,FT,Data Scientist,138600.0,100.0,Senior Data Scientist ML Engineer,160.0,220.0,4.1,"Salesforce
4.1",10000+ Employees
366,2022.0,SE,FT,Data Engineer,136000.0,0.0,Data Scientist - Generative AI,84.0,127.0,4.2,"HP
4.2",10000+ Employees
367,2022.0,MI,FT,Data Analyst,58000.0,0.0,Lead Data Science Analyst (multiple openings) - IHM,104.0,140.0,3.8,"Discover Financial Services
3.8",10000+ Employees
368,2022.0,EX,FT,Analytics Engineer,135000.0,100.0,,,,,,
369,2022.0,SE,FT,Data Scientist,170000.0,100.0,,,,,,
370,2022.0,SE,FT,Data Scientist,123000.0,100.0,,,,,,
371,2022.0,SE,FT,Machine Learning Engineer,189650.0,0.0,,,,,,
372,2022.0,SE,FT,Machine Learning Engineer,164996.0,0.0,"Data Scientist, EDA",112.0,161.0,3.0,"Azurity Pharmaceuticals
3.0",201 to 500 Employees
373,2022.0,MI,FT,ETL Developer,54957.0,0.0,Staff Data Scientist-Generative AI and NLP,143.0,251.0,4.4,"ServiceNow
4.4",10000+ Employees
374,2022.0,MI,FT,ETL Developer,54957.0,0.0,Distinguished Data Scientist,250.0,300.0,4.3,"Torc Robotics
4.3",501 to 1000 Employees
375,2022.0,EX,FT,Lead Data Engineer,118187.0,100.0,Lead Data Scientist - TikTok User Growth,201.0,395.0,3.5,"TikTok
3.5",1001 to 5000 Employees
376,2022.0,SE,FT,Data Analyst,132000.0,0.0,,,,,,
377,2022.0,SE,FT,Data Engineer,165400.0,100.0,Data Scientist-II- Global Services,92.0,138.0,4.0,"f5
4.0",5001 to 10000 Employees
378,2022.0,SE,FT,Data Architect,208775.0,100.0,Data Scientist II,85.0,118.0,3.6,"Lincoln Financial
3.6",10000+ Employees
379,2022.0,SE,FT,Data Architect,147800.0,100.0,Senior Data Scientist | Product,170.0,200.0,4.2,"Ramp Financial
4.3",201 to 500 Employees
380,2022.0,SE,FT,Data Engineer,136994.0,100.0,,,,,,
381,2022.0,SE,FT,Data Engineer,101570.0,100.0,Data Scientist I,92.0,121.0,2.9,"CSX
2.9",10000+ Employees
382,2022.0,SE,FT,Data Analyst,128875.0,100.0,Data Instrument Engineer,99.0,137.0,4.0,"Deloitte
4.0",10000+ Employees
383,2022.0,SE,FT,Data Analyst,93700.0,100.0,,,,,,
384,2022.0,EX,FT,Head of Machine Learning,79039.0,50.0,,,,,,
385,2022.0,SE,FT,Data Engineer,132320.0,100.0,Data Scientist III (hybrid/remote),80.0,122.0,3.8,"Grange Insurance Company
3.8",501 to 1000 Employees
386,2022.0,EN,FT,Machine Learning Engineer,37300.0,100.0,Senior Data Scientist,151.0,194.0,4.5,"Intuit
4.5",10000+ Employees
387,2022.0,SE,FT,Data Analyst,164000.0,0.0,,,,,,
388,2022.0,SE,FT,Data Engineer,155000.0,100.0,,,,,,
389,2022.0,MI,FT,Machine Learning Engineer,124333.0,0.0,,,,,,
390,2022.0,MI,FT,Machine Learning Engineer,98158.0,0.0,,,,,,
391,2022.0,MI,FT,AI Scientist,120000.0,0.0,,,,,,
392,2022.0,SE,FT,Data Analyst,112900.0,100.0,Senior Data Scientist,143.0,195.0,3.8,"First American Financial Corporation
3.8",10000+ Employees
393,2022.0,SE,FT,Data Analyst,90320.0,100.0,,,,,,
394,2022.0,SE,FT,Data Analytics Manager,145000.0,100.0,"Senior Data Scientist, Machine Learning",179.0,218.0,4.5,"Rec Room
4.5",51 to 200 Employees
395,2022.0,SE,FT,Data Analytics Manager,105400.0,100.0,Senior Data Scientist,143.0,203.0,4.0,"QSC, LLC
4.0",501 to 1000 Employees
396,2022.0,MI,FT,Machine Learning Engineer,87932.0,100.0,Senior Data Scientist,120.0,160.0,4.0,"Caterpillar
4.0",10000+ Employees
397,2022.0,MI,FT,Data Engineer,117789.0,0.0,Senior Data Scientist,118.0,217.0,4.0,"Tencent
4.0",10000+ Employees
398,2022.0,SE,FT,Data Scientist,215300.0,100.0,Senior Data Scientist,183.0,192.0,4.4,"SAP
4.4",10000+ Employees
399,2022.0,SE,FT,Data Scientist,158200.0,100.0,,,,,,
400,2022.0,SE,FT,Data Engineer,209100.0,100.0,,,,,,
401,2022.0,SE,FT,Data Engineer,154600.0,100.0,Data Scientist (Multiple Levels),86.0,119.0,5.0,"Red Alpha LLC
5.0",51 to 200 Employees
402,2022.0,SE,FT,Data Analyst,115934.0,0.0,"Senior Data Scientist, Operations",,,4.4,"Coalition
4.5",201 to 500 Employees
403,2022.0,SE,FT,Data Analyst,81666.0,0.0,,,,,,
404,2022.0,SE,FT,Data Engineer,175000.0,100.0,Senior Data Scientist,145.0,185.0,3.8,"Endpoint Closing
3.7",201 to 500 Employees
405,2022.0,MI,FT,Data Engineer,98158.0,0.0,Data Scientist - Senior,100.0,136.0,5.0,The Swift Group,201 to 500 Employees
406,2022.0,MI,FT,Data Analyst,58000.0,0.0,"Senior Data Scientist, Experimentation",97.0,234.0,4.0,"PayPal
4.0",10000+ Employees
407,2022.0,SE,FT,Data Engineer,183600.0,100.0,Senior Data Scientist,122.0,150.0,3.5,"Imprivata
3.5",501 to 1000 Employees
408,2022.0,MI,FT,Data Analyst,52351.0,100.0,"Senior Data Scientist, Growth",197.0,244.0,4.4,"Grammarly, Inc.
4.4",501 to 1000 Employees
409,2022.0,SE,FT,Data Scientist,180000.0,100.0,,,,,,
410,2022.0,MI,FT,Data Scientist,71982.0,0.0,Senior Principal Data Scientist,138.0,186.0,3.9,"Bristol Myers Squibb
3.9",10000+ Employees
411,2022.0,MI,FT,Data Scientist,45807.0,0.0,Data Scientist,77.0,129.0,4.3,"ManTech International Corporation
4.3",5001 to 10000 Employees
412,2022.0,MI,FT,Data Engineer,65949.0,100.0,Data Scientist/Senior Data Scientist,119.0,157.0,3.9,"Federal Reserve Bank of Minneapolis
3.9",1001 to 5000 Employees
413,2022.0,MI,FT,Data Engineer,49461.0,100.0,Staff Data Scientist,157.0,199.0,4.5,"Intuit
4.5",10000+ Employees
414,2022.0,MI,FT,Data Engineer,78526.0,100.0,Specialist Solutions Architect - Machine Learning (Public Sector),159.0,281.0,4.5,"Databricks
4.5",1001 to 5000 Employees
415,2022.0,MI,FT,Data Engineer,58894.0,100.0,Senior Data Scientist (Remote),122.0,171.0,4.4,"Quora
4.4",201 to 500 Employees
416,2022.0,SE,FT,Data Scientist,260000.0,100.0,Senior Data Scientist I,96.0,132.0,4.0,"RELX
4.0",10000+ Employees
417,2022.0,SE,FT,Data Science Engineer,60000.0,100.0,"Data Scientist(RNAseq,Genomics,Omnics,Machine Learning,data analysis)",,,3.7,"Tellus Solutions
3.7",51 to 200 Employees
418,2022.0,MI,FT,Data Engineer,63900.0,0.0,,,,,,
419,2022.0,MI,FT,Machine Learning Scientist,160000.0,100.0,,,,,,
420,2022.0,MI,FT,Machine Learning Scientist,112300.0,100.0,Data Scientist,106.0,130.0,2.9,"Evolve
2.9",201 to 500 Employees
421,2022.0,MI,FT,Data Science Manager,241000.0,100.0,Senior Data Scientist,130.0,234.0,3.9,"Moveworks.ai
3.9",501 to 1000 Employees
422,2022.0,MI,FT,Data Science Manager,159000.0,100.0,,,,,,
423,2022.0,SE,FT,Data Scientist,180000.0,0.0,Data Scientist II,97.0,127.0,3.8,"Comcast
3.8",10000+ Employees
424,2022.0,SE,FT,Data Scientist,80000.0,0.0,,,,,,
425,2022.0,MI,FT,Data Engineer,82900.0,0.0,"Data Analyst, Senior",118.0,160.0,4.0,"PG&E Corporation
4.0",10000+ Employees
426,2022.0,SE,FT,Data Engineer,100800.0,100.0,Senior Data Scientist,151.0,200.0,4.2,"Genentech
4.2",10000+ Employees
427,2022.0,MI,FT,Data Engineer,49461.0,100.0,"Senior Data Scientist, Causal Inference - Marketing Technology (6 - 12 Month Contract)",,,4.4,"Airbnb
4.4",5001 to 10000 Employees
428,2022.0,SE,FT,Data Scientist,140400.0,0.0,Data Software Engineer,125.0,164.0,4.0,"MASS MUTUAL FINANCIAL GROUP
4.0",5001 to 10000 Employees
429,2022.0,MI,FT,Data Analyst,39263.0,100.0,,,,,,
430,2022.0,MI,FT,Data Analyst,43966.0,100.0,Data Scientist - Hybrid Opportunity,85.0,120.0,4.1,"Mediacom Communications Corporation
4.0",1001 to 5000 Employees
431,2022.0,MI,FT,Data Analyst,32974.0,100.0,Data Scientist,84.0,124.0,3.3,"Hilabs
3.7",51 to 200 Employees
432,2022.0,MI,FT,Data Engineer,87932.0,100.0,Senior/Principal Data Scientist,169.0,203.0,4.1,"CALICO
4.1",201 to 500 Employees
433,2022.0,MI,FT,Data Engineer,76940.0,100.0,,,,,,
434,2022.0,MI,FT,Data Engineer,104702.0,100.0,,,,,,
435,2022.0,MI,FT,Data Engineer,91614.0,100.0,Data Scientist (Hybrid),,,3.9,"City of Hope
3.9",10000+ Employees
436,2022.0,MI,FT,Data Engineer,65949.0,100.0,,,,,,
437,2022.0,MI,FT,Data Engineer,87932.0,100.0,Senior Data Scientist,107.0,199.0,3.8,"Verizon
3.8",10000+ Employees
438,2022.0,SE,FT,Machine Learning Engineer,189650.0,0.0,Senior Data Scientist - Discovery Experiences,295.0,359.0,4.2,"Roblox
4.1",1001 to 5000 Employees
439,2022.0,SE,FT,Machine Learning Engineer,164996.0,0.0,GEN AI data scientist / Architect ( Onsite),88.0,133.0,3.8,"Cognizant Technology Solutions
3.8",10000+ Employees
440,2022.0,MI,FT,Data Analyst,43966.0,100.0,Data Scientist,96.0,129.0,4.4,"BrainTrust
4.4",51 to 200 Employees
441,2022.0,MI,FT,Data Analyst,32974.0,100.0,Senior Data Scientist,145.0,190.0,3.4,"AKASA
3.4",1 to 50 Employees
442,2022.0,MI,FT,Data Engineer,98158.0,100.0,Data Scientist Co-Op,99.0,136.0,4.0,"Motorola Solutions
4.0",10000+ Employees
443,2022.0,MI,FT,Data Engineer,78526.0,100.0,Bec Dx Jr Data Scientist,96.0,134.0,3.6,"Beckman Coulter Diagnostics
3.6",10000+ Employees
444,2022.0,SE,FT,Data Scientist,215300.0,0.0,,,,,,
445,2022.0,MI,FT,Data Engineer,76940.0,100.0,,,,,,
446,2022.0,SE,FT,Data Engineer,209100.0,100.0,,,,,,
447,2022.0,SE,FT,Data Engineer,154600.0,100.0,,,,,,
